# term: φιλοστοργ- family (noun φιλοστοργία, adj φιλόστοργος, adv φιλοστόργως, verb φιλοστοργέω, privative ἀφιλόστοργος)
# discovery: philostorgia_corpus.json occurrences (sid=units.id); 368 distinct units from 411 tokens
# grounding query (live DB, 2026-07-19): SELECT u.id sid,u.eul_wid wid,u.ref,a.eul_aid,a.name_english author,a.affiliation,a.period,COALESCE(w.domain,a.domain) domain,COALESCE(w.format,a.format) format,a.fl_from,a.fl_to,w.title_english,char_length(u.text_greek) length FROM eulogikon.units u JOIN eulogikon.works w ON w.eul_wid=u.eul_wid JOIN eulogikon.authors a ON a.eul_aid=w.eul_aid WHERE u.id=ANY(ARRAY[<368 sids>]) ORDER BY a.fl_from,a.eul_aid,u.eul_wid,u.sequence_num;
# drift check vs discovery: 368/368 sids resolve; 0 wid/ref mismatches
# counts: units=368 tokens=411 stoic_units=18
# NOTE token_count = discovery token count from JSON (grc_fold path blocked in read-only MCP); attestation is the row, not the count.
unit_id	wid	ref	author	eul_aid	affiliation	period	domain	format	fl_from	fl_to	title	token_count	length	lexical_status	headwords
2011869	wus-aa	α 3397	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Α	2	2091	proper_name	Φιλοστόργιος
2011887	wus-aa	α 3415	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Α	1	971	concept	φιλοστοργία
2013756	wus-ab	β 150	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Β	2	2055	proper_name	Φιλοστόργιος
2022111	wus-ac	γ 450	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Γ	2	3057	proper_name	Φιλοστόργιος
2022673	wus-ai	ι 501	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Ι	1	660	concept	φιλοστοργία
2026027	wus-ak	λ 254	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Λ	1	2634	proper_name	Φιλοστόργιος
2164554	wus-ap	π 1685	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Π	1	447	concept	φιλόστοργος
2037366	wus-as	τ 553	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Τ	1	900	concept	φιλόστοργος
2030884	wus-au	φ 527	Suda	wus	None	byzantine	grammar	collection	950	1000	Lexicon, Letter Φ	1	834	proper_name	Φιλοστόργιος
2107361	xpw-ac	Od.1.363	Eustathius of Thessalonica	xpw	None	byzantine	grammar	treatise	1150	1194	Commentary on Homer's Odyssey	1	4477	concept	φιλοστοργία
2107553	xpw-ac	Od.2.112	Eustathius of Thessalonica	xpw	None	byzantine	grammar	treatise	1150	1194	Commentary on Homer's Odyssey	1	4462	concept	φιλοστοργία
2107554	xpw-ac	Od.2.113	Eustathius of Thessalonica	xpw	None	byzantine	grammar	treatise	1150	1194	Commentary on Homer's Odyssey	1	4464	concept	φιλοστοργία
2107572	xpw-ac	Od.2.131	Eustathius of Thessalonica	xpw	None	byzantine	grammar	treatise	1150	1194	Commentary on Homer's Odyssey	1	4421	concept	φιλοστοργία
2115266	yem-aa	phi 1810	Pseudo-Zonaras	yem	None	byzantine	grammar	collection	1450	1590	Lexicon	1	808	concept	φιλόστοργος
3136501	xie-aa	φ 152	Great Etymological Work	xie	None	byzantine	lexicography	collection	None	None	Great Etymological Work	2	145	concept	φιλόστοργος
